animal_id,datetime_intake,found_location,intake_type,intake_condition,animal_type_intake,breed_intake,color_intake,datetime_outcome,date_of_birth,binary_outcome,neuter_status_intake,sex,neuter_status_outcome,age_upon_intake_days,age_upon_outcome_days,time_in_shelter,month_intake,month_outcome,time_in_shelter_days,found_city,animal_breed,animal_color
A815098,2020-03-10 16:30:00,10504 Ruidosa St in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Black/White,2020-03-15 10:03:00,2018-03-10 00:00:00,False,Not neutered,,Not neutered,730,730.0,4 days 17:33:00.000000000,3,3,4.0,Austin (TX),Domestic Mixed Dog,Black
A815097,2020-03-10 16:30:00,10504 Ruidosa St in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Black,2020-03-27 14:42:00,2018-03-10 00:00:00,False,Not neutered,Male,Not neutered,730,730.0,16 days 22:12:00.000000000,3,3,16.0,Austin (TX),Domestic Mixed Dog,Black
A815096,2020-03-10 16:41:00,5201 Ross Road in Travis (TX),Stray,Normal,Dog,Beagle Mix,Black/White,2020-03-11 12:45:00,2017-03-10 00:00:00,False,Neutered,Female,Neutered,1095,1095.0,0 days 20:04:00.000000000,3,3,0.0,Travis (TX),other,Black
A815095,2020-03-10 16:18:00,1801 East 51St Street in Austin (TX),Stray,Normal,Dog,Australian Shepherd,Tricolor,2020-03-10 20:27:00,2019-05-10 00:00:00,False,Not neutered,Female,Not neutered,304,304.0,0 days 04:09:00.000000000,3,3,0.0,Austin (TX),other,Tricolor
A815092,2020-03-10 15:45:00,6855 East Highway 290 in Austin (TX),Stray,Normal,Dog,Skye Terrier,Brown,2020-03-16 11:14:00,2018-09-10 00:00:00,False,Neutered,Female,Neutered,365,365.0,5 days 19:29:00.000000000,3,3,5.0,Austin (TX),other,Brown
A815087,2020-03-10 14:19:00,12812 Hill Country Boulevard in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Brown Tabby/White,2020-03-14 13:48:00,2019-03-10 00:00:00,False,Not neutered,Female,Not neutered,365,365.0,3 days 23:29:00.000000000,3,3,3.0,Austin (TX),Domestic Mixed Dog,Brown
A815086,2020-03-10 14:19:00,12812 Hill Country Boulevard in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Orange Tabby/White,2020-03-14 13:48:00,2019-03-10 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,3 days 23:29:00.000000000,3,3,3.0,Austin (TX),Domestic Mixed Dog,Orange 
A815085,2020-03-10 13:39:00,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Domestic Shorthair Mix,Calico,2020-03-18 16:49:00,2019-09-10 00:00:00,False,Not neutered,Female,Neutered,152,182.0,8 days 03:10:00.000000000,3,3,8.0,Austin (TX),Domestic Mixed Dog,Tricolor
A815084,2020-03-10 13:39:00,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,2020-03-18 16:48:00,2018-03-10 00:00:00,False,Not neutered,Male,Neutered,730,730.0,8 days 03:09:00.000000000,3,3,8.0,Austin (TX),Domestic Mixed Dog,Orange 
A815083,2020-03-10 13:54:00,Austin (TX),Owner Surrender,Normal,Cat,Domestic Shorthair,Torbie,2020-03-21 13:38:00,2010-03-10 00:00:00,False,Neutered,Female,Neutered,3650,3650.0,10 days 23:44:00.000000000,3,3,10.0,Austin (TX),Domestic Mixed Dog,other
A815082,2020-03-10 13:40:00,7500 Bethune in Austin (TX),Stray,Normal,Dog,Schnauzer Giant Mix,Black/Gray,2020-03-17 16:31:00,2016-03-10 00:00:00,False,Not neutered,Male,Neutered,1460,1460.0,7 days 02:51:00.000000000,3,3,7.0,Austin (TX),other,Black
A815081,2020-03-10 13:39:00,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,2020-03-18 16:49:00,2019-09-10 00:00:00,False,Not neutered,Female,Neutered,152,182.0,8 days 03:10:00.000000000,3,3,8.0,Austin (TX),Domestic Mixed Dog,Orange 
A815077,2020-03-10 12:17:00,Stassney And Palo Blanco in Austin (TX),Stray,Normal,Dog,Rottweiler,Black/Tan,2020-03-14 16:25:00,2019-12-29 00:00:00,False,Not neutered,Female,Neutered,61,61.0,4 days 04:08:00.000000000,3,3,4.0,Austin (TX),other,Black
A815076,2020-03-10 12:16:00,Austin (TX),Owner Surrender,Sick,Dog,Pomeranian/Chihuahua Longhair,Chocolate/White,2020-03-10 17:46:00,2015-03-10 00:00:00,False,Neutered,Female,Neutered,1825,1825.0,0 days 05:30:00.000000000,3,3,0.0,Austin (TX),other,Brown
A815071,2020-03-10 11:29:00,6105 Techni Center Drive in Austin (TX),Stray,Sick,Dog,Pit Bull,Fawn/White,2020-03-10 14:48:00,2019-10-26 00:00:00,False,Not neutered,Male,Not neutered,122,122.0,0 days 03:19:00.000000000,3,3,0.0,Austin (TX),Pit Bull,Fawn
A815070,2020-03-10 11:12:00,12007 North Lamar in Austin (TX),Stray,Normal,Dog,Staffordshire Mix,Black/White,2020-03-16 11:01:00,2017-03-10 00:00:00,False,Not neutered,Male,Neutered,1095,1095.0,5 days 23:49:00.000000000,3,3,5.0,Austin (TX),other,Black
A815069,2020-03-10 11:12:00,12007 North Lamar Blvd in Austin (TX),Stray,Normal,Dog,Pit Bull,Brown,2020-03-14 18:07:00,2017-03-10 00:00:00,False,Not neutered,Female,Neutered,1095,1095.0,4 days 06:55:00.000000000,3,3,4.0,Austin (TX),Pit Bull,Brown
A815052,2020-03-09 21:41:00,1106 W Dittmar Rd in Austin (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-10 09:58:00,2019-03-09 00:00:00,True,Not neutered,,Not neutered,365,365.0,0 days 12:17:00.000000000,3,3,0.0,Austin (TX),Bat,Brown
A815048,2020-03-09 18:19:00,5201 Ross Road in Travis (TX),Stray,Normal,Dog,Golden Retriever/Labrador Retriever,Brown,2020-03-13 17:09:00,2020-01-02 00:00:00,False,Not neutered,Male,Neutered,61,61.0,3 days 22:50:00.000000000,3,3,3.0,Travis (TX),other,Brown
A815047,2020-03-09 18:19:00,5201 Ross Road in Travis (TX),Stray,Normal,Dog,Golden Retriever/Labrador Retriever,Brown,2020-03-13 16:31:00,2020-01-02 00:00:00,False,Not neutered,Male,Neutered,61,61.0,3 days 22:12:00.000000000,3,3,3.0,Travis (TX),other,Brown
A815045,2020-03-09 18:19:00,5201 Ross Road in Travis (TX),Stray,Normal,Dog,Labrador Retriever/Golden Retriever,Brown,2020-03-14 11:55:00,2020-01-02 00:00:00,False,Not neutered,Female,Neutered,61,61.0,4 days 17:36:00.000000000,3,3,4.0,Travis (TX),Labrador Retriever,Brown
A815044,2020-03-09 18:19:00,5201 Ross Road in Travis (TX),Stray,Normal,Dog,Labrador Retriever/Golden Retriever,Brown,2020-03-14 13:04:00,2020-01-02 00:00:00,False,Not neutered,Female,Neutered,61,61.0,4 days 18:45:00.000000000,3,3,4.0,Travis (TX),Labrador Retriever,Brown
A815038,2020-03-09 17:02:00,4708 Reyes Street in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,2020-03-14 13:47:00,2019-03-09 00:00:00,False,Not neutered,,Not neutered,365,365.0,4 days 20:45:00.000000000,3,3,4.0,Austin (TX),Domestic Mixed Dog,Brown
A815037,2020-03-09 16:37:00,Austin (TX),Owner Surrender,Normal,Dog,Doberman Pinsch,Red/Tan,2020-03-14 16:57:00,2019-03-09 00:00:00,False,Not neutered,Female,Neutered,365,365.0,5 days 00:20:00.000000000,3,3,5.0,Austin (TX),other,Red
A815034,2020-03-09 16:29:00,Ben White And Montopolis in Austin (TX),Stray,Normal,Dog,Alaskan Husky Mix,Black/White,2020-03-11 12:36:00,2019-11-17 00:00:00,False,Not neutered,Female,Not neutered,91,91.0,1 days 20:07:00.000000000,3,3,1.0,Austin (TX),other,Black
A815029,2020-03-09 16:11:00,744 West William Cannon Drive in Austin (TX),Public Assist,Normal,Cat,Domestic Shorthair,Calico,2020-03-23 11:37:00,2017-03-22 00:00:00,False,Not neutered,Female,Neutered,730,1095.0,13 days 19:26:00.000000000,3,3,13.0,Austin (TX),Domestic Mixed Dog,Tricolor
A815028,2020-03-09 16:11:00,14505 Fitzgibbon Rd in Austin (TX),Stray,Normal,Dog,Pit Bull,Brown,2020-03-09 16:56:00,2018-03-09 00:00:00,False,Not neutered,Female,Not neutered,730,730.0,0 days 00:45:00.000000000,3,3,0.0,Austin (TX),Pit Bull,Brown
A815025,2020-03-09 16:11:00,14505 Fitzgibbon Rd in Austin (TX),Stray,Normal,Dog,Pit Bull,Black,2020-03-09 16:54:00,2018-03-09 00:00:00,False,Not neutered,Female,Not neutered,730,730.0,0 days 00:43:00.000000000,3,3,0.0,Austin (TX),Pit Bull,Black
A815024,2020-03-09 16:04:00,Pearce Lane And Welseh Way in Austin (TX),Stray,Normal,Dog,Labrador Retriever,White,2020-03-14 15:28:00,2019-12-18 00:00:00,False,Not neutered,Male,Neutered,61,61.0,4 days 23:24:00.000000000,3,3,4.0,Austin (TX),Labrador Retriever,White
A815023,2020-03-09 16:11:00,14505 Fitzgibbon Rd in Austin (TX),Stray,Normal,Dog,Miniature Poodle Mix,White,2020-03-09 16:56:00,2018-03-09 00:00:00,False,Neutered,Male,Neutered,730,730.0,0 days 00:45:00.000000000,3,3,0.0,Austin (TX),other,White
A815019,2020-03-09 15:21:00,William Cannon And Ih35 in Austin (TX),Stray,Normal,Dog,Yorkshire Terrier Mix,Black/Gray,2020-03-12 15:33:00,2017-03-09 00:00:00,False,Neutered,Male,Neutered,1095,1095.0,3 days 00:12:00.000000000,3,3,3.0,Austin (TX),Yorkshire Terrier,Black
A815016,2020-03-09 14:43:00,Greg Manor Rd in Travis (TX),Stray,Medical,Dog,Maltese,White,2020-03-17 16:02:00,2012-03-15 00:00:00,False,Not neutered,Male,Not neutered,2555,2920.0,8 days 01:19:00.000000000,3,3,8.0,Travis (TX),Maltese,White
A815007,2020-03-09 14:05:00,714 Turtle Creek in Austin (TX),Public Assist,Normal,Cat,Domestic Shorthair,Brown Tabby,2020-03-10 12:05:00,2018-03-09 00:00:00,False,Neutered,Female,Neutered,730,730.0,0 days 22:00:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Brown
A815005,2020-03-09 14:00:00,11700 Pearce Lane in Travis (TX),Stray,Normal,Dog,Rottweiler,Black,2020-03-12 19:08:00,2019-03-09 00:00:00,False,Not neutered,Male,Neutered,365,365.0,3 days 05:08:00.000000000,3,3,3.0,Travis (TX),other,Black
A814985,2020-03-09 12:40:00,19050 969 Rd in Travis (TX),Stray,Normal,Dog,Great Pyrenees,White,2020-03-13 12:57:00,2019-10-25 00:00:00,False,Not neutered,Female,Not neutered,122,122.0,4 days 00:17:00.000000000,3,3,4.0,Travis (TX),Great Pyrenees,White
A814970,2020-03-09 11:47:00,9100 Decker Lake Road in Austin (TX),Stray,Normal,Dog,Plott Hound Mix,Brown Brindle/White,2020-03-17 14:12:00,2019-03-09 00:00:00,False,Neutered,Female,Neutered,365,365.0,8 days 02:25:00.000000000,3,3,8.0,Austin (TX),other,Brown
A814963,2020-03-09 11:43:00,211 Comal St in Austin (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-09 19:17:00,2018-03-09 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 07:34:00.000000000,3,3,0.0,Austin (TX),Bat,Brown
A814951,2020-03-09 10:44:00,1313 Montoplis Drive in Austin (TX),Stray,Normal,Dog,Maltese,Cream,2020-03-12 00:00:00,2019-11-09 00:00:00,False,Not neutered,Male,Not neutered,91,122.0,2 days 13:16:00.000000000,3,3,2.0,Austin (TX),Maltese,Gold
A814950,2020-03-09 10:44:00,1313 Montoplis Drive in Austin (TX),Stray,Normal,Dog,Maltese,Cream,2020-03-12 00:00:00,2019-12-09 00:00:00,False,Not neutered,Female,Not neutered,61,91.0,2 days 13:16:00.000000000,3,3,2.0,Austin (TX),Maltese,Gold
A814949,2020-03-09 10:44:00,1313 Montoplis Drive in Austin (TX),Stray,Normal,Dog,Maltese,Cream,2020-03-12 16:38:00,2019-12-09 00:00:00,False,Not neutered,Female,Not neutered,61,91.0,3 days 05:54:00.000000000,3,3,3.0,Austin (TX),Maltese,Gold
A814945,2020-03-09 09:21:00,5800 East Martin Luther King Jr in Austin (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-09 09:52:00,2018-03-09 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 00:31:00.000000000,3,3,0.0,Austin (TX),Bat,Brown
A814944,2020-03-09 09:09:00,12201 Briarcreek Loop in Manor (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-09 09:53:00,2018-03-09 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 00:44:00.000000000,3,3,0.0,Manor (TX),Bat,Brown
A814941,2020-03-09 17:18:00,Austin (TX),Public Assist,Normal,Dog,American Pit Bull Terrier,Brown Brindle/White,2020-03-19 12:05:00,2018-03-09 00:00:00,False,Neutered,Female,Neutered,730,730.0,9 days 18:47:00.000000000,3,3,9.0,Austin (TX),other,Brown
A814940,2020-03-08 17:48:00,1901 Shady Brook Lane in Austin (TX),Stray,Normal,Dog,Pit Bull Mix,Blue/White,2020-03-22 17:53:00,2018-03-08 00:00:00,False,Not neutered,Male,Neutered,730,730.0,14 days 00:05:00.000000000,3,3,14.0,Austin (TX),Pit Bull,Blue
A814932,2020-03-08 16:48:00,Travis (TX),Owner Surrender,Normal,Cat,Domestic Longhair Mix,Black,2020-03-14 16:36:00,2017-03-08 00:00:00,False,Neutered,Male,Neutered,1095,1095.0,5 days 23:48:00.000000000,3,3,5.0,Travis (TX),Domestic Mixed Dog,Black
A814930,2020-03-08 16:48:00,Travis (TX),Owner Surrender,Normal,Cat,Domestic Longhair Mix,Brown Tabby,2020-03-14 16:36:00,2017-03-08 00:00:00,False,Neutered,Male,Neutered,1095,1095.0,5 days 23:48:00.000000000,3,3,5.0,Travis (TX),Domestic Mixed Dog,Brown
A814929,2020-03-08 16:17:00,1430 Frontier Valley in Austin (TX),Stray,Normal,Dog,Beagle Mix,White/Tricolor,2020-03-14 14:47:00,2019-05-08 00:00:00,False,Not neutered,Male,Neutered,304,304.0,5 days 22:30:00.000000000,3,3,5.0,Austin (TX),other,White
A814928,2020-03-08 16:17:00,1430 Frontier Valley in Austin (TX),Stray,Normal,Dog,Beagle/Chihuahua Shorthair,Tan,2020-03-14 14:38:00,2019-05-08 00:00:00,False,Not neutered,Male,Neutered,304,304.0,5 days 22:21:00.000000000,3,3,5.0,Austin (TX),other,Tan
A814927,2020-03-08 16:17:00,1430 Frontier Valley in Austin (TX),Stray,Normal,Dog,Chihuahua Shorthair,Black/Tricolor,2020-03-15 12:53:00,2019-05-08 00:00:00,False,Not neutered,Female,Neutered,304,304.0,6 days 20:36:00.000000000,3,3,6.0,Austin (TX),Chihuahua ,Black
A814926,2020-03-08 16:17:00,1430 Frontier Valley in Austin (TX),Stray,Normal,Dog,Cocker Spaniel Mix,Black/Tricolor,2020-03-12 16:14:00,2019-05-08 00:00:00,False,Not neutered,Male,Neutered,304,304.0,3 days 23:57:00.000000000,3,3,3.0,Austin (TX),other,Black
A814924,2020-03-08 16:17:00,1430 Frontier Valley in Austin (TX),Stray,Normal,Dog,Beagle,Tan/White,2020-03-17 12:57:00,2019-05-08 00:00:00,False,Not neutered,Female,Neutered,304,304.0,8 days 20:40:00.000000000,3,3,8.0,Austin (TX),other,Tan
A814922,2020-03-08 15:57:00,4708 Reyes Street in Austin (TX),Stray,Normal,Cat,Domestic Shorthair Mix,Black,2020-03-12 16:34:00,2018-03-08 00:00:00,False,Not neutered,,Not neutered,730,730.0,4 days 00:37:00.000000000,3,3,4.0,Austin (TX),Domestic Mixed Dog,Black
A814921,2020-03-08 15:50:00,5401 E Parmer Lane in Austin (TX),Stray,Injured,Cat,Domestic Shorthair,Orange Tabby,2020-03-10 11:57:00,2015-09-10 00:00:00,False,Neutered,Female,Neutered,1460,1460.0,1 days 20:07:00.000000000,3,3,1.0,Austin (TX),Domestic Mixed Dog,Orange 
A814920,2020-03-08 15:29:00,2921 Pecan Springs Road in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Brown Tabby/White,2020-03-13 11:25:00,2019-11-08 00:00:00,False,Not neutered,Female,Neutered,91,122.0,4 days 19:56:00.000000000,3,3,4.0,Austin (TX),Domestic Mixed Dog,Brown
A814918,2020-03-08 15:21:00,5717 Palo Blanco in Austin (TX),Stray,Normal,Dog,English Pointer Mix,White/Liver,2020-03-09 14:58:00,2018-03-08 00:00:00,False,Not neutered,Male,Not neutered,730,730.0,0 days 23:37:00.000000000,3,3,0.0,Austin (TX),other,White
A814916,2020-03-08 14:59:00,12225 Old Stage Trl in Austin (TX),Stray,Injured,Cat,Domestic Shorthair,Brown Tabby/White,2020-03-12 16:08:00,2018-03-08 00:00:00,False,Not neutered,Male,Neutered,730,730.0,4 days 01:09:00.000000000,3,3,4.0,Austin (TX),Domestic Mixed Dog,Brown
A814915,2020-03-08 14:57:00,1703 Pine Knoll in Austin (TX),Stray,Nursing,Cat,Domestic Shorthair,Calico,2020-03-08 17:37:00,2020-03-04 00:00:00,False,Not neutered,Female,Not neutered,4,4.0,0 days 02:40:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Tricolor
A814913,2020-03-08 14:29:00,4708 Reyes Street in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Torbie,2020-03-12 16:35:00,2018-03-08 00:00:00,False,Not neutered,Female,Not neutered,730,730.0,4 days 02:06:00.000000000,3,3,4.0,Austin (TX),Domestic Mixed Dog,other
A814912,2020-03-08 14:16:00,9500 South Ih 35 in Austin (TX),Stray,Normal,Dog,Labrador Retriever/German Shepherd,Black/Brown,2020-03-12 16:28:00,2019-12-08 00:00:00,False,Not neutered,Female,Neutered,61,91.0,4 days 02:12:00.000000000,3,3,4.0,Austin (TX),Labrador Retriever,Black
A814911,2020-03-08 14:16:00,9500 South Ih 35 in Austin (TX),Stray,Normal,Dog,Labrador Retriever Mix,Brown/White,2020-03-12 17:42:00,2019-12-08 00:00:00,False,Not neutered,Female,Neutered,61,91.0,4 days 03:26:00.000000000,3,3,4.0,Austin (TX),Labrador Retriever,Brown
A814909,2020-03-08 14:10:00,13430 Trail Driver in Travis (TX),Stray,Normal,Dog,Chihuahua Shorthair,Brown Brindle,2020-03-09 18:05:00,2017-10-26 00:00:00,False,Neutered,Male,Neutered,730,730.0,1 days 03:55:00.000000000,3,3,1.0,Travis (TX),Chihuahua ,Brown
A814906,2020-03-08 13:16:00,4708 Reyes Street in Austin (TX),Stray,Normal,Cat,Domestic Medium Hair Mix,Brown Tabby,2020-03-12 16:33:00,2019-07-08 00:00:00,False,Not neutered,,Not neutered,243,243.0,4 days 03:17:00.000000000,3,3,4.0,Austin (TX),Domestic Mixed Dog,Brown
A814905,2020-03-08 13:20:00,14301 N Ih 35 in Austin (TX),Stray,Normal,Dog,Pit Bull,Buff,2020-03-14 12:09:00,2019-11-08 00:00:00,False,Not neutered,Female,Neutered,91,122.0,5 days 22:49:00.000000000,3,3,5.0,Austin (TX),Pit Bull,other
A814901,2020-03-08 13:00:00,Austin (TX),Owner Surrender,Sick,Cat,Domestic Shorthair,Brown Tabby,2020-03-08 15:02:00,2019-09-08 00:00:00,False,Not neutered,Female,Not neutered,152,152.0,0 days 02:02:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Brown
A814898,2020-03-08 12:38:00,7619 North Ih 35 in Austin (TX),Stray,Normal,Dog,Pit Bull,Tan/White,2020-03-12 18:25:00,2019-08-08 00:00:00,False,Not neutered,Female,Neutered,213,213.0,4 days 05:47:00.000000000,3,3,4.0,Austin (TX),Pit Bull,Tan
A814897,2020-03-08 11:28:00,Austin (TX),Owner Surrender,Normal,Dog,Cocker Spaniel Mix,Brown/Black,2020-03-10 13:17:00,2020-01-01 00:00:00,False,Neutered,Male,Neutered,61,61.0,2 days 01:49:00.000000000,3,3,2.0,Austin (TX),other,Brown
A814896,2020-03-08 11:21:00,11318 Stormy Ridge in Austin (TX),Stray,Normal,Cat,Domestic Medium Hair,Tortie,2020-03-12 16:32:00,2017-03-08 00:00:00,False,Not neutered,Female,Not neutered,1095,1095.0,4 days 05:11:00.000000000,3,3,4.0,Austin (TX),Domestic Mixed Dog,Tricolor
A814894,2020-03-08 10:54:00,6506 Decker Lane in Austin (TX),Stray,Injured,Dog,Labrador Retriever Mix,Gold/White,2020-03-10 19:12:00,2018-03-08 00:00:00,False,Not neutered,Male,Not neutered,730,730.0,2 days 08:18:00.000000000,3,3,2.0,Austin (TX),Labrador Retriever,Gold
A814890,2020-03-08 08:31:00,Ih35 And William Cannon in Austin (TX),Stray,Injured,Dog,Norwich Terrier,Red/White,2020-03-09 17:16:00,2018-03-08 00:00:00,False,Not neutered,Male,Not neutered,730,730.0,1 days 08:45:00.000000000,3,3,1.0,Austin (TX),other,Red
A814886,2020-03-07 17:04:00,3503 Webberville Road in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,White/Brown Tabby,2020-03-11 10:40:00,2017-03-07 00:00:00,False,Not neutered,,Not neutered,1095,1095.0,3 days 17:36:00.000000000,3,3,3.0,Austin (TX),Domestic Mixed Dog,White
A814885,2020-03-08 08:31:00,12821 Noche Clara Dr in Travis (TX),Stray,Sick,Dog,Australian Cattle Dog Mix,White/Tricolor,2020-03-08 12:07:00,2019-10-08 00:00:00,False,Not neutered,Male,Not neutered,122,122.0,0 days 03:36:00.000000000,3,3,0.0,Travis (TX),other,White
A814883,2020-03-07 16:01:00,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Domestic Shorthair,Black/White,2020-03-18 16:50:00,2018-03-07 00:00:00,False,Not neutered,Male,Neutered,730,730.0,11 days 00:49:00.000000000,3,3,11.0,Austin (TX),Domestic Mixed Dog,Black
A814882,2020-03-07 16:01:00,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Domestic Shorthair,Orange Tabby/White,2020-03-18 16:50:00,2018-03-07 00:00:00,False,Not neutered,Male,Neutered,730,730.0,11 days 00:49:00.000000000,3,3,11.0,Austin (TX),Domestic Mixed Dog,Orange 
A814881,2020-03-07 16:01:00,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Domestic Shorthair,Orange Tabby/White,2020-03-18 16:48:00,2018-03-07 00:00:00,False,Not neutered,Female,Neutered,730,730.0,11 days 00:47:00.000000000,3,3,11.0,Austin (TX),Domestic Mixed Dog,Orange 
A814880,2020-03-07 16:01:00,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Domestic Shorthair,Orange Tabby/White,2020-03-18 16:47:00,2018-03-07 00:00:00,False,Not neutered,Female,Neutered,730,730.0,11 days 00:46:00.000000000,3,3,11.0,Austin (TX),Domestic Mixed Dog,Orange 
A814879,2020-03-07 16:01:00,8300 South Congress in Austin (TX),Abandoned,Normal,Cat,Domestic Shorthair,Orange Tabby/White,2020-03-18 16:51:00,2018-03-07 00:00:00,False,Not neutered,Male,Neutered,730,730.0,11 days 00:50:00.000000000,3,3,11.0,Austin (TX),Domestic Mixed Dog,Orange 
A814878,2020-03-07 16:48:00,Alamo And Poquito in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Torbie,2020-03-13 16:53:00,2019-12-23 00:00:00,False,Not neutered,Female,Not neutered,61,61.0,6 days 00:05:00.000000000,3,3,6.0,Austin (TX),Domestic Mixed Dog,other
A814874,2020-03-07 16:06:00,1840 Burton Drive in Austin (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-07 17:07:00,2018-03-07 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 01:01:00.000000000,3,3,0.0,Austin (TX),Bat,Brown
A814873,2020-03-07 16:06:00,1840 Burton Drive in Austin (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-07 17:06:00,2018-03-07 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 01:00:00.000000000,3,3,0.0,Austin (TX),Bat,Brown
A814872,2020-03-07 16:06:00,1840 Burton Drive in Austin (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-08 13:09:00,2018-03-07 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 21:03:00.000000000,3,3,0.0,Austin (TX),Bat,Brown
A814870,2020-03-07 15:39:00,Riverview Street And Chalmers Avenue in Austin (TX),Stray,Normal,Dog,Boxer,Brown/Black,2020-03-12 18:06:00,2019-12-26 00:00:00,False,Not neutered,Female,Neutered,61,61.0,5 days 02:27:00.000000000,3,3,5.0,Austin (TX),other,Brown
A814869,2020-03-07 15:39:00,Riverview Street And Chalmers Avenue in Austin (TX),Stray,Normal,Dog,Dachshund/Chihuahua Longhair,White/Black,2020-03-14 12:41:00,2018-03-07 00:00:00,False,Not neutered,Female,Neutered,730,730.0,6 days 21:02:00.000000000,3,3,6.0,Austin (TX),Dachshund,White
A814868,2020-03-07 15:39:00,Riverview Street And Chalmers Avenue in Austin (TX),Stray,Normal,Dog,Boxer,Black/White,2020-03-13 17:42:00,2019-12-26 00:00:00,False,Not neutered,Male,Neutered,61,61.0,6 days 02:03:00.000000000,3,3,6.0,Austin (TX),other,Black
A814867,2020-03-07 15:35:00,West Riverside Drive And South Lamar Boulevard in Austin (TX),Stray,Normal,Dog,Chihuahua Shorthair,Black/White,2020-03-17 12:57:00,2017-03-07 00:00:00,False,Neutered,Male,Neutered,1095,1095.0,9 days 21:22:00.000000000,3,3,9.0,Austin (TX),Chihuahua ,Black
A814866,2020-03-07 15:04:00,3414 Lyons Road in Austin (TX),Stray,Normal,Cat,Siamese,Lynx Point,2020-03-11 17:43:00,2019-09-07 00:00:00,False,Neutered,Female,Neutered,152,182.0,4 days 02:39:00.000000000,3,3,4.0,Austin (TX),other,other
A814861,2020-03-07 14:01:00,4434 Frontier Trail in Austin (TX),Stray,Normal,Dog,Cairn Terrier,Brown/White,2020-03-11 18:03:00,2018-03-07 00:00:00,False,Not neutered,Male,Neutered,730,730.0,4 days 04:02:00.000000000,3,3,4.0,Austin (TX),other,Brown
A814860,2020-03-07 13:37:00,9111 Fm 812 in Austin (TX),Stray,Normal,Dog,Siberian Husky,White,2020-03-11 18:49:00,2020-01-07 00:00:00,False,Not neutered,Male,Neutered,30,61.0,4 days 05:12:00.000000000,3,3,4.0,Austin (TX),Siberian Husky,White
A814859,2020-03-07 13:37:00,9111 Fm 812 in Austin (TX),Stray,Normal,Dog,Siberian Husky,White,2020-03-11 18:04:00,2020-01-07 00:00:00,False,Not neutered,Male,Neutered,30,61.0,4 days 04:27:00.000000000,3,3,4.0,Austin (TX),Siberian Husky,White
A814858,2020-03-07 13:37:00,9111 Fm 812 in Austin (TX),Stray,Normal,Dog,Siberian Husky,White,2020-03-11 17:10:00,2020-01-07 00:00:00,False,Not neutered,Female,Neutered,30,61.0,4 days 03:33:00.000000000,3,3,4.0,Austin (TX),Siberian Husky,White
A814857,2020-03-07 13:37:00,9111 Fm 812 in Austin (TX),Stray,Normal,Dog,Siberian Husky,White,2020-03-13 13:27:00,2020-01-07 00:00:00,False,Not neutered,Female,Neutered,30,61.0,5 days 23:50:00.000000000,3,3,5.0,Austin (TX),Siberian Husky,White
A814855,2020-03-07 13:43:00,5478 Walnut Grove Drive in Austin (TX),Stray,Normal,Dog,Cairn Terrier,White/Tan,2020-03-12 00:00:00,2019-10-28 00:00:00,False,Not neutered,Male,Neutered,122,122.0,4 days 10:17:00.000000000,3,3,4.0,Austin (TX),other,White
A814854,2020-03-07 13:08:00,Samsung Boulevard And East Parmer Lane in Austin (TX),Stray,Normal,Dog,English Bulldog,White/Brown,2020-03-11 17:26:00,2015-03-07 00:00:00,False,Not neutered,Male,Neutered,1825,1825.0,4 days 04:18:00.000000000,3,3,4.0,Austin (TX),other,White
